"","cell_ID","cell_types","cell_subtypes"
"1656",2.362029212441e+38,"L5/6 NP","L56_NP_2"
"1657",2.36228887526722e+38,"Vip","Vip_10"
"1658",2.36337350195217e+38,"VLMC","VLMC"
"1659",2.36357172294037e+38,"L4/5 IT","L45_IT_2"
"1660",2.36364976383878e+38,"L6b","L6b_1"
"1661",2.36373239312524e+38,"L4/5 IT","L45_IT_SSp_2"
"1662",2.36420631773864e+38,"Endo","Endo"
"1663",2.36466318032233e+38,"L2/3 IT","L23_IT_4"
"1664",2.36647603564991e+38,"Micro","Micro_1"
"1665",2.36727979587185e+38,"Oligo","Oligo_1"
"1666",2.36757718448624e+38,"Oligo","Oligo_2"
"1667",2.37119981214326e+38,"Endo","Endo"
"1668",2.37159585911384e+38,"L4/5 IT","L45_IT_SSp_2"
"1669",2.37168542529236e+37,"Oligo","Oligo_1"
"1670",2.37183834986927e+37,"L5 IT","L5_IT_1"
"1671",2.37256790859706e+38,"Oligo","Oligo_1"
"1672",2.37343974507886e+37,"Astro","Astro_2"
"1673",2.37355459095922e+38,"L2/3 IT","L23_IT_2"
"1674",2.37357800729116e+38,"Astro","Astro_1"
"1675",2.3742543938134e+38,"Micro","Micro_1"
"1676",2.37534666162235e+38,"L4/5 IT","L45_IT_2"
"1677",2.37546350054801e+38,"OPC","OPC"
"1678",2.37549093311134e+38,"L5 IT","L5_IT_3"
"1679",2.37662470681424e+38,"Astro","Astro_3"
"1680",2.37697884078066e+38,"Oligo","Oligo_2"
"1681",2.3776933554717e+38,"SMC","SMC"
"1682",2.37790428919622e+38,"L4/5 IT","L45_IT_SSp_2"
"1683",2.37987124962695e+38,"SMC","SMC"
"1684",2.38056484096722e+38,"L6 CT","L6_CT_3"
"1685",2.38094835694873e+38,"L6b","L6b_1"
"1686",2.38218734254632e+38,"L5 IT","L5_IT_4"
"1687",2.38232644051845e+37,"Endo","Endo"
"1688",2.3840557247273e+38,"PVM","PVM"
"1689",2.38510568483652e+38,"L4/5 IT","L45_IT_5"
"1690",2.38523678444675e+38,"L5 IT","L5_IT_3"
"1691",2.385491699579e+38,"L4/5 IT","L45_IT_2"
"1692",2.38565898377553e+38,"L6 CT","L6_CT_4"
"1693",2.38694004494892e+38,"L5 ET","L5_ET_1"
"1694",2.38719176253055e+38,"L4/5 IT","L45_IT_SSp_2"
"1695",2.38731684495056e+38,"L4/5 IT","L45_IT_SSp_2"
"1696",2.38777042224408e+38,"Endo","Endo"
"1697",2.38830193730062e+38,"L4/5 IT","L45_IT_5"
"1698",2.3885137739528e+38,"L4/5 IT","L45_IT_SSp_2"
"1699",2.38962781105578e+38,"Vip","Vip_1"
"1700",2.39005139787895e+38,"Endo","Endo"
"1701",2.3906257103966e+38,"Oligo","Oligo_1"
"1702",2.39157108457567e+38,"Micro","Micro_1"
"1703",2.39159887473268e+38,"L4/5 IT","L45_IT_4"
"1704",2.39265116033434e+38,"L4/5 IT","L45_IT_4"
"1705",2.39414306105849e+38,"L6b","L6b_2"
"1706",2.3941691396477e+38,"VLMC","VLMC"
"1707",2.39610956979721e+37,"L2/3 IT","L23_IT_5"
"1708",2.39671684156443e+38,"Endo","Endo"
"1709",2.39717155061281e+38,"L4/5 IT","L45_IT_5"
"1710",2.39746651301446e+38,"L6 CT","L6_CT_2"
"1711",2.39908389319031e+38,"L6 CT","L6_CT_6"
"1712",2.40194032672964e+38,"Astro","Astro_1"
"1713",2.4020331236443e+38,"OPC","OPC"
"1714",2.4028143055319e+38,"Pvalb","Pvalb_4"
"1715",2.4033141095997e+38,"Astro","Astro_1"
"1716",2.40551240569532e+38,"L6 IT","L6_IT_1"
"1717",2.40568322815005e+38,"L5 IT","L5_IT_3"
"1718",2.40738448656633e+38,"L4/5 IT","L45_IT_5"
"1719",2.40783104049735e+38,"OPC","OPC"
"1720",2.40802668535433e+38,"L6 IT","L6_IT_3"
"1721",2.40815830721534e+38,"L5 IT","L5_IT_1"
"1722",2.40835972965486e+38,"OPC","OPC"
"1723",2.408840256144e+38,"Vip","Vip_4"
"1724",2.40918289714116e+38,"L4/5 IT","L45_IT_SSp_2"
"1725",2.40987500713119e+38,"L6b","L6b_2"
"1726",2.41019192179076e+38,"Micro","Micro_1"
"1727",2.41023170911625e+38,"L4/5 IT","L45_IT_SSp_1"
"1728",2.41318868052978e+38,"L4/5 IT","L45_IT_SSp_1"
"1729",2.41409934969843e+38,"Astro","Astro_1"
"1730",2.41421751653396e+38,"L4/5 IT","L45_IT_2"
"1731",2.41454562683985e+38,"L5 IT","L5_IT_3"
"1732",2.41512550336846e+38,"L5/6 NP","L56_NP_1"
"1733",2.41570481044252e+38,"Endo","Endo"
"1734",2.41579333210508e+38,"L5 ET","L5_ET_2"
"1735",2.4170374859681e+38,"L5 IT","L5_IT_1"
"1736",2.41937063053942e+38,"L2/3 IT","L23_IT_3"
"1737",2.41978211670924e+38,"L4/5 IT","L45_IT_2"
"1738",2.419923800841e+38,"Oligo","Oligo_1"
"1739",2.42125832748432e+38,"L4/5 IT","L45_IT_SSp_2"
"1740",2.4213490230242e+38,"Astro","Astro_2"
"1741",2.421724822851e+38,"Oligo","Oligo_2"
"1742",2.42378449478756e+38,"Micro","Micro_1"
"1743",2.42385087917763e+38,"L5 IT","L5_IT_1"
"1744",2.42427412342951e+38,"Oligo","Oligo_2"
"1745",2.42481332188166e+38,"L6 IT","L6_IT_1"
"1746",2.4252584826371e+38,"Oligo","Oligo_2"
"1747",2.42772643058635e+38,"other","striatum_1"
"1748",2.42823610531855e+38,"Peri","Peri"
"1749",2.42860889479179e+38,"Micro","Micro_1"
"1750",2.42861913283069e+38,"L2/3 IT","L23_IT_3"
"1751",2.43030833640023e+38,"L6 IT","L6_IT_1"
"1752",2.43039368411669e+38,"L4/5 IT","L45_IT_2"
"1753",2.43127508854537e+38,"L2/3 IT","L23_IT_3"
"1754",2.43234463893044e+38,"L6 IT","L6_IT_3"
"1755",2.43339693435972e+38,"L6 IT","L6_IT_3"
"1756",2.43383443796184e+37,"Endo","Endo"
"1757",2.43390155595774e+38,"Endo","Endo"
"1758",2.43539697046269e+38,"Peri","Peri"
"1759",2.43550690046366e+38,"Oligo","Oligo_2"
"1760",2.43623953276554e+38,"Pvalb","Pvalb_2"
"1761",2.43635234060148e+38,"SMC","SMC"
"1762",2.4384555529239e+37,"Astro","Astro_3"
"1763",2.43911097532099e+37,"Oligo","Oligo_1"
"1764",2.4399959127272e+38,"L2/3 IT","L23_IT_2"
"1765",2.44062649789964e+38,"Oligo","Oligo_2"
"1766",2.44111290801739e+37,"Endo","Endo"
"1767",2.44119202006665e+38,"OPC","OPC"
"1768",2.44123821608805e+38,"Pvalb","Pvalb_5"
"1769",2.44263196077366e+38,"Micro","Micro_1"
"1770",2.44282446621421e+38,"L2/3 IT","L23_IT_2"
"1771",2.44317804230329e+38,"L6 CT","L6_CT_4"
"1772",2.44340907113481e+38,"OPC","OPC"
"1773",2.44363386985834e+38,"L2/3 IT","L23_IT_2"
"1774",2.44613241231356e+38,"L5 IT","L5_IT_1"
"1775",2.44980828261646e+38,"Oligo","Oligo_1"
"1776",2.45092588885181e+38,"L6 IT","L6_IT_1"
"1777",2.45102854947517e+38,"L4/5 IT","L45_IT_SSp_2"
"1778",2.45147761464387e+38,"Oligo","Oligo_1"
"1779",2.45258573842542e+38,"L6 IT","L6_IT_2"
"1780",2.45452194689737e+38,"Pvalb","Pvalb_4"
"1781",2.45496121281521e+38,"L5 ET","L5_ET_5"
"1782",2.45497991745501e+38,"L6 CT","L6_CT_6"
"1783",2.45553337780572e+38,"L5 ET","L5_ET_5"
"1784",2.4555400291561e+38,"L2/3 IT","L23_IT_4"
"1785",2.45566436731663e+38,"L6 IT","L6_IT_2"
"1786",2.45598873485595e+38,"L2/3 IT","L23_IT_4"
"1787",2.45610751685599e+38,"Endo","Endo"
"1788",2.45701299990459e+38,"OPC","OPC"
"1789",2.45924692858742e+38,"L6 IT","L6_IT_1"
"1790",2.4596579515249e+38,"L2/3 IT","L23_IT_3"
"1791",2.46003846981721e+38,"L6 CT","L6_CT_1"
"1792",2.46055893570316e+38,"PVM","PVM"
"1793",2.46090388112769e+38,"L6 CT","L6_CT_1"
"1794",2.46268135192962e+38,"Astro","Astro_1"
"1795",2.46298333995803e+38,"Lamp5","Lamp5_3"
"1796",2.46326391875777e+37,"L6 IT","L6_IT_3"
"1797",2.46454813324022e+38,"L2/3 IT","L23_IT_3"
"1798",2.46592361058279e+38,"L4/5 IT","L45_IT_SSp_1"
"1799",2.466337606751e+38,"Endo","Endo"
"1800",2.46672236910465e+38,"L6 CT","L6_CT_6"
"1801",2.46798354998589e+37,"L4/5 IT","L45_IT_2"
"1802",2.46818683108581e+38,"Oligo","Oligo_1"
"1803",2.46881524766147e+38,"L6 IT","L6_IT_3"
"1804",2.46886755112983e+38,"Peri","Peri"
"1805",2.46979351583698e+38,"L2/3 IT","L23_IT_4"
"1806",2.47109354201445e+38,"L5 IT","L5_IT_3"
"1807",2.47157298318916e+38,"L5 IT","L5_IT_4"
"1808",2.4718101765126e+38,"Oligo","Oligo_1"
"1809",2.4721932877226e+38,"Astro","Astro_2"
"1810",2.47260398708406e+38,"L2/3 IT","L23_IT_2"
"1811",2.47286458303611e+38,"L2/3 IT","L23_IT_2"
"1812",2.47336440434191e+38,"L6 CT","L6_CT_1"
"1813",2.47443681707774e+38,"L4/5 IT","L45_IT_2"
"1814",2.47461367732756e+38,"L5/6 NP","L56_NP_1"
"1815",2.47518057033427e+38,"L6 IT","L6_IT_3"
"1816",2.4752868994878e+38,"L6 CT","L6_CT_2"
"1817",2.47601629381217e+37,"L2/3 IT","L23_IT_4"
"1818",2.4779815784147e+38,"L5 IT","L5_IT_4"
"1819",2.47817641084179e+38,"Micro","Micro_1"
"1820",2.47916613239487e+38,"L4/5 IT","L45_IT_2"
"1821",2.47926536037842e+38,"L2/3 IT","L23_IT_2"
"1822",2.47953728345218e+38,"Oligo","Oligo_2"
"1823",2.48061865975238e+38,"VLMC","VLMC"
"1824",2.48063284836362e+38,"L5 ET","L5_ET_5"
"1825",2.48087704118476e+38,"Endo","Endo"
"1826",2.48183839165928e+38,"L6 CT","L6_CT_2"
"1827",2.48290286993907e+38,"PVM","PVM"
"1828",2.48338110293926e+38,"Pvalb","Pvalb_3"
"1829",2.48432043262714e+38,"L2/3 IT","L23_IT_2"
"1830",2.48479528608911e+38,"Lamp5","Lamp5_4"
"1831",2.48536689448039e+38,"L6 IT","L6_IT_1"
"1832",2.48573488396362e+38,"Pvalb","Pvalb_4"
"1833",2.48750950831162e+38,"Astro","Astro_1"
"1834",2.48762762373823e+38,"Endo","Endo"
"1835",2.48805913253824e+38,"Sst","Sst_6"
"1836",2.48914464184271e+38,"L6 IT","L6_IT_3"
"1837",2.4899309031501e+38,"L4/5 IT","L45_IT_2"
"1838",2.49074085960788e+38,"L4/5 IT","L45_IT_4"
"1839",2.49394098667775e+38,"L2/3 IT","L23_IT_4"
"1840",2.49434468006407e+38,"L5 IT","L5_IT_4"
"1841",2.49572590812856e+38,"Oligo","Oligo_1"
"1842",2.49573542628422e+38,"Endo","Endo"
"1843",2.49715593795572e+38,"L6 IT","L6_IT_1"
"1844",2.49817077156213e+38,"L6 CT","L6_CT_8"
"1845",2.49924690293887e+37,"L6 CT","L6_CT_6"
"1846",2.49959917873924e+38,"L4/5 IT","L45_IT_2"
"1847",2.50050639150107e+38,"PVM","PVM"
"1848",2.50284592247709e+38,"L6b","L6b_1"
"1849",2.5040342640721e+38,"Endo","Endo"
"1850",2.50496209753417e+37,"Astro","Astro_1"
"1851",2.50522292306435e+38,"L5 IT","L5_IT_3"
"1852",2.5059268235765e+38,"L6 CT","L6_CT_3"
"1853",2.50715553239591e+38,"Oligo","Oligo_3"
"1854",2.50723799844451e+38,"L2/3 IT","L23_IT_2"
"1855",2.50735428673985e+37,"Pvalb","Pvalb_3"
"1856",2.50866429667878e+38,"SMC","SMC"
"1857",2.50890528556268e+38,"L5 ET","L5_ET_5"
"1858",2.50931517118617e+38,"Endo","Endo"
"1859",2.50959479150433e+38,"L6 CT","L6_CT_6"
"1860",2.51002677407519e+38,"L4/5 IT","L45_IT_SSp_2"
"1861",2.51041865941037e+38,"Astro","Astro_1"
"1862",2.51086951804787e+38,"L6 IT","L6_IT_3"
"1863",2.51121928291817e+38,"Endo","Endo"
"1864",2.51152271649862e+38,"Sst","Sst_1"
"1865",2.51201531952548e+38,"Astro","Astro_2"
"1866",2.51240766987892e+38,"L6 IT","L6_IT_1"
"1867",2.51259879181938e+38,"L6 CT","L6_CT_4"
"1868",2.5128282527951e+38,"L6 CT","L6_CT_8"
"1869",2.51347990388341e+38,"Oligo","Oligo_2"
"1870",2.51351632525282e+38,"Oligo","Oligo_1"
"1871",2.51393567182534e+38,"L2/3 IT","L23_IT_5"
"1872",2.51444684595962e+38,"L4/5 IT","L45_IT_2"
"1873",2.51445973775458e+38,"Endo","Endo"
"1874",2.5169512324107e+38,"L5 IT","L5_IT_3"
"1875",2.51725495625751e+38,"L2/3 IT","L23_IT_4"
"1876",2.51795443032051e+37,"L6 IT","L6_IT_3"
"1877",2.5194279039423e+38,"L6 CT","L6_CT_2"
"1878",2.51959575365083e+38,"L2/3 IT","L23_IT_5"
"1879",2.519626126292e+38,"L5 ET","L5_ET_3"
"1880",2.52017081838172e+38,"Endo","Endo"
"1881",2.52211174179597e+38,"Lamp5","Lamp5_1"
"1882",2.52320234363106e+38,"L5 IT","L5_IT_4"
"1883",2.52404990013067e+38,"L6 CT","L6_CT_2"
"1884",2.52551070763429e+38,"Oligo","Oligo_1"
"1885",2.52651849974455e+38,"L5 ET","L5_ET_5"
"1886",2.52845413240862e+38,"Micro","Micro_1"
"1887",2.52898193113181e+38,"L6 CT","L6_CT_2"
"1888",2.53201622050836e+36,"L6 IT","L6_IT_2"
"1889",2.53213892942892e+38,"L6 CT","L6_CT_2"
"1890",2.53241556359592e+38,"L4/5 IT","L45_IT_5"
"1891",2.53480385360378e+38,"L6 CT","L6_CT_1"
"1892",2.53568497157838e+38,"L6 CT","L6_CT_2"
"1893",2.53612595069601e+38,"L4/5 IT","L45_IT_4"
"1894",2.53622455063063e+38,"L5 IT","L5_IT_4"
"1895",2.53645059997982e+38,"L6b","L6b_1"
"1896",2.53645393506335e+38,"L5/6 NP","L56_NP_1"
"1897",2.53742124953554e+38,"Oligo","Oligo_2"
"1898",2.53815896287882e+38,"L6 CT","L6_CT_1"
"1899",2.54118786900184e+38,"L5 IT","L5_IT_4"
"1900",2.54170357893784e+37,"L4/5 IT","L45_IT_5"
"1901",2.5420016927286e+38,"Astro","Astro_1"
"1902",2.54420608889791e+38,"L5 ET","L5_ET_3"
"1903",2.54434787988576e+38,"PVM","PVM"
"1904",2.54469375700711e+38,"L5 IT","L5_IT_3"
"1905",2.54469528444375e+38,"Endo","Endo"
"1906",2.54620992257268e+38,"L4/5 IT","L45_IT_2"
"1907",2.54624343682504e+38,"L6 IT","L6_IT_2"
"1908",2.54659388061088e+38,"L2/3 IT","L23_IT_4"
"1909",2.54979257483328e+38,"Astro","Astro_1"
"1910",2.5506621056357e+38,"Astro","Astro_2"
"1911",2.55121092866152e+38,"L6 CT","L6_CT_5"
"1912",2.55348081038173e+38,"PVM","PVM"
"1913",2.55499083889975e+38,"L5 ET","L5_ET_5"
"1914",2.55582112696627e+37,"L2/3 IT","L23_IT_3"
"1915",2.55662462443988e+38,"OPC","OPC"
"1916",2.55726798836415e+38,"L2/3 IT","L23_IT_3"
"1917",2.55929132339029e+37,"L5 IT","L5_IT_1"
"1918",2.56012510659295e+38,"L4/5 IT","L45_IT_5"
"1919",2.56089123218625e+38,"L6 CT","L6_CT_2"
"1920",2.56093836353364e+36,"L6 CT","L6_CT_2"
"1921",2.5620836908649e+38,"L6 CT","L6_CT_2"
"1922",2.56248630127139e+38,"L4/5 IT","L45_IT_2"
"1923",2.56390080141829e+38,"Vip","Vip_1"
"1924",2.56431261745995e+38,"L4/5 IT","L45_IT_2"
"1925",2.56529564693959e+38,"L4/5 IT","L45_IT_SSp_2"
"1926",2.56588173253916e+38,"Endo","Endo"
"1927",2.56615488156404e+38,"L4/5 IT","L45_IT_4"
"1928",2.56651308590046e+38,"Astro","Astro_1"
"1929",2.56750723857926e+37,"L6b","L6b_1"
"1930",2.56774025206331e+38,"L4/5 IT","L45_IT_SSp_2"
"1931",2.56787927966996e+37,"Pvalb","Pvalb_5"
"1932",2.56866262927379e+38,"L6 IT","L6_IT_2"
"1933",2.56913609476901e+37,"Astro","Astro_1"
"1934",2.57002875122945e+38,"L4/5 IT","L45_IT_2"
"1935",2.57061677322492e+38,"L5 ET","L5_ET_3"
"1936",2.57109626814674e+38,"Vip","Vip_3"
"1937",2.57129750601361e+38,"Endo","Endo"
"1938",2.57330841592271e+38,"L2/3 IT","L23_IT_4"
"1939",2.57471952962841e+38,"Astro","Astro_2"
"1940",2.57609245287034e+38,"Endo","Endo"
"1941",2.57612915770544e+38,"L4/5 IT","L45_IT_2"
"1942",2.5768187424145e+38,"L4/5 IT","L45_IT_4"
"1943",2.57811158629993e+37,"Oligo","Oligo_1"
"1944",2.57821527845929e+37,"Sst","Sst_2"
"1945",2.57959474929628e+38,"L6 IT","L6_IT_1"
"1946",2.58031729995553e+38,"L2/3 IT","L23_IT_2"
"1947",2.58182495622054e+38,"L2/3 IT","L23_IT_2"
"1948",2.58374400029577e+38,"L4/5 IT","L45_IT_2"
"1949",2.58375708838744e+38,"L5 IT","L5_IT_1"
"1950",2.58425914983308e+38,"Micro","Micro_1"
"1951",2.58710789924104e+38,"Pvalb","Pvalb_1"
"1952",2.58887298465086e+38,"L5 ET","L5_ET_5"
"1953",2.5892000142657e+38,"Astro","Astro_1"
"1954",2.59027456293695e+38,"Astro","Astro_1"
"1955",2.59032944763891e+38,"Endo","Endo"
"1956",2.59073307391045e+37,"L5/6 NP","L56_NP_1"
"1957",2.59144782010389e+38,"L2/3 IT","L23_IT_5"
"1958",2.59209822662241e+38,"Astro","Astro_1"
"1959",2.5935333399155e+38,"PVM","PVM"
"1960",2.59363455258984e+38,"L6 IT","L6_IT_1"
"1961",2.59432552581933e+38,"Endo","Endo"
"1962",2.5943659009037e+38,"L6 IT","L6_IT_3"
"1963",2.59499287254415e+38,"Astro","Astro_1"
"1964",2.59539985384683e+38,"Peri","Peri"
"1965",2.59719370617509e+38,"Micro","Micro_1"
"1966",2.59756525075949e+38,"Astro","Astro_1"
"1967",2.59758765410443e+38,"L2/3 IT","L23_IT_4"
"1968",2.59860560289554e+38,"Pvalb","Pvalb_3"
"1969",2.59861699332675e+37,"L5 IT","L5_IT_1"
"1970",2.60031378373863e+38,"other","striatum_1"
"1971",2.60082848005335e+38,"other","striatum_1"
"1972",2.60228094347436e+38,"L2/3 IT","L23_IT_4"
"1973",2.60259882003683e+38,"PVM","PVM"
"1974",2.60275514814787e+38,"VLMC","VLMC"
"1975",2.60284911321316e+38,"L4/5 IT","L45_IT_5"
"1976",2.60346582950684e+38,"Pvalb","Pvalb_3"
"1977",2.60351404549491e+38,"L2/3 IT","L23_IT_4"
"1978",2.60656690296156e+38,"L4/5 IT","L45_IT_2"
"1979",2.60659299773318e+38,"Endo","Endo"
"1980",2.6086218678987e+38,"L5 IT","L5_IT_3"
"1981",2.609199432294e+38,"L4/5 IT","L45_IT_SSp_1"
"1982",2.61155788658429e+38,"L2/3 IT","L23_IT_4"
"1983",2.61204677107292e+38,"Oligo","Oligo_1"
"1984",2.6125106230788e+38,"L4/5 IT","L45_IT_2"
"1985",2.61287581748871e+38,"L5 ET","L5_ET_1"
"1986",2.61365723668904e+38,"L4/5 IT","L45_IT_2"
"1987",2.61555327990395e+37,"L4/5 IT","L45_IT_2"
"1988",2.6155758642993e+38,"L2/3 IT","L23_IT_2"
"1989",2.61845112522505e+38,"Oligo","Oligo_1"
"1990",2.61891108493287e+38,"L5 IT","L5_IT_3"
"1991",2.61895795132481e+38,"Pvalb","Pvalb_9"
"1992",2.61956670852904e+38,"Micro","Micro_1"
"1993",2.6207798143068e+38,"Oligo","Oligo_1"
"1994",2.6217264464143e+38,"L2/3 IT","L23_IT_4"
"1995",2.62348603682671e+38,"Endo","Endo"
"1996",2.62520658488064e+38,"SMC","SMC"
"1997",2.62578171004429e+38,"Oligo","Oligo_1"
"1998",2.62653788020246e+38,"L6 IT","L6_IT_2"
"1999",2.62728861937962e+38,"PVM","PVM"
"2000",2.62735695481014e+38,"L4/5 IT","L45_IT_SSp_2"
"2001",2.62866017300271e+38,"L5 ET","L5_ET_5"
"2002",2.62901505429024e+38,"L2/3 IT","L23_IT_2"
"2003",2.62937479171865e+38,"L6 CT","L6_CT_5"
"2004",2.62966131283042e+38,"L6 CT","L6_CT_8"
"2005",2.63099450421646e+38,"L6b","L6b_1"
"2006",2.63110269582812e+37,"Sst","Sst_1"
"2007",2.63138678882572e+38,"L6 CT","L6_CT_2"
"2008",2.63204083426033e+38,"L2/3 IT","L23_IT_2"
"2009",2.63261337616423e+38,"Astro","Astro_1"
"2010",2.63296547581799e+38,"L5 ET","L5_ET_5"
"2011",2.63300692499024e+38,"Vip","Vip_1"
"2012",2.63475727784301e+38,"L5 IT","L5_IT_1"
"2013",2.63496186276504e+38,"VLMC","VLMC"
"2014",2.63533639089108e+38,"L6 IT","L6_IT_3"
"2015",2.63602264349951e+38,"L6 CT","L6_CT_5"
"2016",2.63781632490653e+38,"L2/3 IT","L23_IT_3"
"2017",2.63933237078682e+38,"OPC","OPC"
"2018",2.64096826802451e+38,"PVM","PVM"
"2019",2.64198228246072e+38,"L4/5 IT","L45_IT_2"
"2020",2.64198327342958e+38,"L6 CT","L6_CT_8"
"2021",2.64208313378652e+38,"Oligo","Oligo_3"
"2022",2.64353406349555e+38,"L5 IT","L5_IT_4"
"2023",2.64376101110972e+38,"L5 ET","L5_ET_5"
"2024",2.64419671388781e+38,"Astro","Astro_2"
"2025",2.64513499741379e+38,"Astro","Astro_1"
"2026",2.64517692712805e+38,"L5 IT","L5_IT_4"
"2027",2.64536178241694e+38,"L2/3 IT","L23_IT_4"
"2028",2.64578635804628e+38,"Pvalb","Pvalb_6"
"2029",2.6479161499105e+37,"Endo","Endo"
"2030",2.64867457182302e+38,"PVM","PVM"
"2031",2.65120438203351e+38,"L2/3 IT","L23_IT_5"
"2032",2.65262902829443e+37,"Astro","Astro_2"
"2033",2.65336573692217e+38,"L2/3 IT","L23_IT_2"
"2034",2.6548177801187e+38,"Astro","Astro_1"
"2035",2.65546811135186e+35,"Pvalb","Pvalb_7"
"2036",2.65552395504391e+38,"L5 IT","L5_IT_4"
"2037",2.65601029684656e+38,"L4/5 IT","L45_IT_2"
"2038",2.65614574848076e+38,"OPC","OPC"
"2039",2.6571755415626e+38,"Endo","Endo"
"2040",2.65844950258562e+38,"Oligo","Oligo_1"
"2041",2.65955984778223e+38,"L6 CT","L6_CT_8"
"2042",2.65970869029734e+38,"Astro","Astro_1"
"2043",2.65998400524268e+38,"L5 IT","L5_IT_4"
"2044",2.66115285557108e+37,"L4/5 IT","L45_IT_2"
"2045",2.6613507790789e+38,"Oligo","Oligo_3"
"2046",2.66297637063433e+38,"L6 CT","L6_CT_3"
"2047",2.66310728203377e+38,"Oligo","Oligo_1"
"2048",2.66322679666481e+38,"Astro","Astro_1"
"2049",2.66384039907228e+38,"L4/5 IT","L45_IT_2"
"2050",2.66395506428752e+38,"Astro","Astro_2"
"2051",2.66416336861178e+37,"Endo","Endo"
"2052",2.66488657245029e+38,"L2/3 IT","L23_IT_2"
"2053",2.66520526840208e+38,"OPC","OPC"
"2054",2.6666369265308e+38,"Oligo","Oligo_2"
"2055",2.66727785475458e+38,"Pvalb","Pvalb_1"
"2056",2.66791539433837e+38,"Oligo","Oligo_2"
"2057",2.66813227247598e+38,"SMC","SMC"
"2058",2.66868430477596e+38,"L6 CT","L6_CT_3"
"2059",2.66984491831076e+38,"Astro","Astro_1"
"2060",2.66996175625338e+37,"Oligo","Oligo_2"
"2061",2.67034198469404e+36,"Micro","Micro_1"
"2062",2.67059892991728e+38,"L6b","L6b_1"
"2063",2.6717646068324e+38,"SMC","SMC"
"2064",2.67179215782285e+38,"Vip","Vip_8"
"2065",2.67228721038949e+38,"L2/3 IT","L23_IT_4"
"2066",2.6723478696091e+38,"Lamp5","Lamp5_4"
"2067",2.67460296841737e+37,"L5 IT","L5_IT_3"
"2068",2.67485093228657e+38,"Micro","Micro_1"
"2069",2.67497633788162e+38,"L6 IT","L6_IT_1"
"2070",2.67639042158393e+38,"VLMC","VLMC"
"2071",2.67927093249919e+38,"L5 ET","L5_ET_5"
"2072",2.68176803933855e+38,"Endo","Endo"
"2073",2.68241323629634e+38,"L4/5 IT","L45_IT_2"
"2074",2.68258073467082e+38,"L2/3 IT","L23_IT_2"
"2075",2.68262076223456e+38,"L6 CT","L6_CT_6"
"2076",2.68408403365791e+38,"L2/3 IT","L23_IT_2"
"2077",2.68541124355435e+38,"L6 CT","L6_CT_1"
"2078",2.68594605220485e+38,"L6 CT","L6_CT_2"
"2079",2.68687465529622e+37,"L2/3 IT","L23_IT_2"
"2080",2.68704914955982e+38,"Endo","Endo"
"2081",2.68758521387505e+37,"Endo","Endo"
"2082",2.68783576939004e+38,"Endo","Endo"
"2083",2.68836204076046e+38,"Sst","Sst_6"
"2084",2.68857212218528e+38,"Micro","Micro_1"
"2085",2.68911327140904e+38,"L2/3 IT","L23_IT_2"
"2086",2.68921866803422e+38,"L2/3 IT","L23_IT_3"
"2087",2.68943944212216e+38,"Oligo","Oligo_1"
"2088",2.6915244933182e+37,"L6 CT","L6_CT_4"
"2089",2.69157135809336e+38,"Oligo","Oligo_2"
"2090",2.69485693245905e+38,"L6 CT","L6_CT_2"
"2091",2.69554074400106e+38,"OPC","OPC"
"2092",2.69578392945632e+38,"PVM","PVM"
"2093",2.697068716856e+38,"L2/3 IT","L23_IT_2"
"2094",2.6983951567594e+38,"L6 IT","L6_IT_1"
"2095",2.69948718627181e+38,"Oligo","Oligo_1"
"2096",2.70102405188156e+38,"L5 IT","L5_IT_1"
"2097",2.70417484478379e+38,"Astro","Astro_1"
"2098",2.70487054565535e+38,"L2/3 IT","L23_IT_2"
"2099",2.70591190501226e+38,"L5 IT","L5_IT_1"
"2100",2.70601561405655e+38,"L5 ET","L5_ET_5"
"2101",2.70613810416406e+38,"L2/3 IT","L23_IT_2"
"2102",2.70638351775857e+38,"L2/3 IT","L23_IT_2"
"2103",2.70802703723214e+38,"PVM","PVM"
"2104",2.70853434608456e+38,"VLMC","VLMC"
"2105",2.7094164563229e+38,"Endo","Endo"
"2106",2.70998539128796e+38,"VLMC","VLMC"
"2107",2.71220647041126e+38,"L4/5 IT","L45_IT_SSp_2"
"2108",2.71248106272703e+37,"L2/3 IT","L23_IT_2"
"2109",2.71346655200458e+38,"L6b","L6b_2"
"2110",2.71473186819033e+38,"PVM","PVM"
"2111",2.71510034551482e+38,"Oligo","Oligo_1"
"2112",2.71541261737753e+38,"L6 IT","L6_IT_1"
"2113",2.72000665133624e+38,"Astro","Astro_1"
"2114",2.72259231386269e+38,"L6 CT","L6_CT_6"
"2115",2.72317531677162e+38,"L4/5 IT","L45_IT_2"
"2116",2.72462222921833e+38,"Peri","Peri"
"2117",2.72479569344097e+38,"L2/3 IT","L23_IT_3"
"2118",2.72493092587931e+38,"Oligo","Oligo_1"
"2119",2.72584649322979e+38,"Pvalb","Pvalb_5"
"2120",2.72625168799037e+38,"L2/3 IT","L23_IT_3"
"2121",2.72657190128259e+38,"L4/5 IT","L45_IT_1"
"2122",2.72717784268096e+38,"Oligo","Oligo_1"
"2123",2.72904118865589e+38,"L6 CT","L6_CT_7"
"2124",2.72922505990622e+38,"L5 IT","L5_IT_1"
